category,subcategory,concept,prompt,seed,filename,resolution,color_count,lint_overall,verdict,notes
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",2,banner_wave_s2.png,24x24,8,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",3,banner_wave_s3.png,24x24,5,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",42,banner_wave_s42.png,24x24,8,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",137,banner_wave_s137.png,24x24,24,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",999,banner_wave_s999.png,24x24,12,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",1337,banner_wave_s1337.png,24x24,14,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",7,banner_wave_s7.png,24x24,21,FAIL,fail,
mural_design,banner_tapestry,banner_wave,"hanging cloth banner with wave motif, small sprite, pixel art",21,banner_wave_s21.png,24x24,9,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",0,tapestry_star_s0.png,24x24,13,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",1,tapestry_star_s1.png,24x24,14,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",2,tapestry_star_s2.png,24x24,16,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",3,tapestry_star_s3.png,24x24,14,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",42,tapestry_star_s42.png,24x24,14,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",137,tapestry_star_s137.png,24x24,11,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",999,tapestry_star_s999.png,24x24,17,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",1337,tapestry_star_s1337.png,24x24,13,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",7,tapestry_star_s7.png,24x24,23,FAIL,fail,
mural_design,banner_tapestry,tapestry_star,"hanging tapestry with star motif, small sprite, pixel art",21,tapestry_star_s21.png,24x24,9,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",0,banner_crescent_s0.png,24x24,15,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",1,banner_crescent_s1.png,24x24,14,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",2,banner_crescent_s2.png,24x24,24,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",3,banner_crescent_s3.png,24x24,10,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",42,banner_crescent_s42.png,24x24,8,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",137,banner_crescent_s137.png,24x24,13,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",999,banner_crescent_s999.png,24x24,11,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",1337,banner_crescent_s1337.png,24x24,9,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",7,banner_crescent_s7.png,24x24,10,FAIL,fail,
mural_design,banner_tapestry,banner_crescent,"hanging cloth banner with crescent moon motif, small sprite, pixel art",21,banner_crescent_s21.png,24x24,12,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",0,pictorial_mountain_s0.png,24x24,13,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",1,pictorial_mountain_s1.png,24x24,25,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",2,pictorial_mountain_s2.png,24x24,23,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",3,pictorial_mountain_s3.png,24x24,23,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",42,pictorial_mountain_s42.png,24x24,24,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",137,pictorial_mountain_s137.png,24x24,23,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",999,pictorial_mountain_s999.png,24x24,16,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",1337,pictorial_mountain_s1337.png,24x24,18,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",7,pictorial_mountain_s7.png,24x24,19,FAIL,fail,
mural_design,simplified_pictorial,pictorial_mountain,"simplified flat mountain landscape mural, small sprite, pixel art",21,pictorial_mountain_s21.png,24x24,17,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",0,pictorial_forest_s0.png,24x24,22,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",1,pictorial_forest_s1.png,24x24,19,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",2,pictorial_forest_s2.png,24x24,31,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",3,pictorial_forest_s3.png,24x24,25,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",137,pictorial_forest_s137.png,24x24,38,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",999,pictorial_forest_s999.png,24x24,11,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",1337,pictorial_forest_s1337.png,24x24,33,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",7,pictorial_forest_s7.png,24x24,22,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",21,pictorial_forest_s21.png,24x24,21,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",0,pictorial_sea_cliff_s0.png,24x24,35,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",1,pictorial_sea_cliff_s1.png,24x24,18,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",2,pictorial_sea_cliff_s2.png,24x24,26,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",3,pictorial_sea_cliff_s3.png,24x24,20,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",42,pictorial_sea_cliff_s42.png,24x24,11,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",137,pictorial_sea_cliff_s137.png,24x24,21,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",999,pictorial_sea_cliff_s999.png,24x24,24,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",1337,pictorial_sea_cliff_s1337.png,24x24,27,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",7,pictorial_sea_cliff_s7.png,24x24,22,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sea_cliff,"simplified flat sea and cliff landscape mural, small sprite, pixel art",21,pictorial_sea_cliff_s21.png,24x24,26,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",0,pictorial_sunset_s0.png,24x24,33,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",1,pictorial_sunset_s1.png,24x24,10,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",2,pictorial_sunset_s2.png,24x24,19,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",3,pictorial_sunset_s3.png,24x24,20,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",42,pictorial_sunset_s42.png,24x24,22,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",137,pictorial_sunset_s137.png,24x24,23,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",999,pictorial_sunset_s999.png,24x24,16,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",1337,pictorial_sunset_s1337.png,24x24,20,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",7,pictorial_sunset_s7.png,24x24,24,FAIL,fail,
mural_design,simplified_pictorial,pictorial_sunset,"simplified flat sunset landscape mural, small sprite, pixel art",21,pictorial_sunset_s21.png,24x24,18,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",0,pictorial_river_valley_s0.png,24x24,28,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",1,pictorial_river_valley_s1.png,24x24,19,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",2,pictorial_river_valley_s2.png,24x24,47,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",3,pictorial_river_valley_s3.png,24x24,44,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",42,pictorial_river_valley_s42.png,24x24,15,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",137,pictorial_river_valley_s137.png,24x24,33,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",999,pictorial_river_valley_s999.png,24x24,26,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",1337,pictorial_river_valley_s1337.png,24x24,30,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",7,pictorial_river_valley_s7.png,24x24,28,FAIL,fail,
mural_design,simplified_pictorial,pictorial_river_valley,"simplified flat river valley landscape mural, small sprite, pixel art",21,pictorial_river_valley_s21.png,24x24,20,FAIL,fail,
mural_design,simplified_pictorial,pictorial_forest,"simplified flat forest landscape mural, small sprite, pixel art",42,pictorial_forest_s42.png,24x24,24,FAIL,fail,
