staging_file,live_path,game_key,mapping_type,evidence
tools/new-sprites-snapped/moss_patch.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5016.png,Moss,rejected_rubric_review,"Was applied as a verified 1:1 replacement in the first pass (2026-07-16), but rejected on rubric review the same day: mean per-pixel color distance vs the live sprite it replaced was 53-167 RGB units (vs <25 for every other landed file in the PR) — this staged file is a wholesale redesign from an earlier generation batch, not an incremental clean of the current art, and read as flatter/less detailed by eye. Reverted; the live tile now goes through the fresh clean+snap pipeline on its own original art instead (same treatment as the multi-ID groups below). This staged design is retained here as an unused Tier-3 triage candidate only."
tools/new-sprites-snapped/bed.png,(none applied — see per-file rows),bed,unused_triage_candidate,"2 live IDs (5058, 5059) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/bench.png,(none applied — see per-file rows),bench,unused_triage_candidate,"2 live IDs (5060, 5061) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/cage.png,(none applied — see per-file rows),cage,unused_triage_candidate,"2 live IDs (5065, 5066) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/candelabra.png,(none applied — see per-file rows),candelabra,unused_triage_candidate,"2 live IDs (5080, 5081) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/desk.png,(none applied — see per-file rows),desk,unused_triage_candidate,"3 live IDs (5062, 5063, 5064) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/glowing_mushroom.png,(none applied — see per-file rows),glowing_mushroom,unused_triage_candidate,"3 live IDs (5067, 5068, 5069) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/key.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5039.png,key_item,1:1_verified,"single live tile ID for this game_key; staged file added in commit 2b7c2e9 (Phase 2 palette-snap pipeline) from tools/new-sprites/, itself part of the retrodiffusion/new-sprites staging batch. Unambiguous — apply directly."
tools/new-sprites-snapped/mural_gold_landscape.png,(none applied — see per-file rows),mural_gold_landscape,unused_triage_candidate,"2 live IDs (5075, 5076) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/mural_gold_warm.png,(none applied — see per-file rows),mural_gold_warm,unused_triage_candidate,"4 live IDs (5071, 5072, 5073, 5074) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/mural_wood_cool.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5070.png,mural_wood_cool,rejected_rubric_review,"Was applied as a verified 1:1 replacement in the first pass (2026-07-16), but rejected on rubric review the same day: mean per-pixel color distance vs the live sprite it replaced was 53-167 RGB units (vs <25 for every other landed file in the PR) — this staged file is a wholesale redesign from an earlier generation batch, not an incremental clean of the current art, and read as flatter/less detailed by eye. Reverted; the live tile now goes through the fresh clean+snap pipeline on its own original art instead (same treatment as the multi-ID groups below). This staged design is retained here as an unused Tier-3 triage candidate only."
tools/new-sprites-snapped/mushroom_cluster.png,(none applied — see per-file rows),mushroom_cluster,unused_triage_candidate,"2 live IDs (5108, 5109) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/nightstand.png,(none applied — see per-file rows),nightstand,unused_triage_candidate,"2 live IDs (5106, 5107) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/pillar.png,(none applied — see per-file rows),pillar,unused_triage_candidate,"3 live IDs (5093, 5094, 5095) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/puddle.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5110.png,puddle,rejected_rubric_review,"Was applied as a verified 1:1 replacement in the first pass (2026-07-16), but rejected on rubric review the same day: mean per-pixel color distance vs the live sprite it replaced was 53-167 RGB units (vs <25 for every other landed file in the PR) — this staged file is a wholesale redesign from an earlier generation batch, not an incremental clean of the current art, and read as flatter/less detailed by eye. Reverted; the live tile now goes through the fresh clean+snap pipeline on its own original art instead (same treatment as the multi-ID groups below). This staged design is retained here as an unused Tier-3 triage candidate only."
tools/new-sprites-snapped/rock.png,(none applied — see per-file rows),rock,unused_triage_candidate,"2 live IDs (5104, 5105) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/rubble.png,(none applied — see per-file rows),rubble,unused_triage_candidate,"2 live IDs (5078, 5079) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/sack.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5102.png,sack,rejected_rubric_review,"Was applied as a verified 1:1 replacement in the first pass (2026-07-16), but rejected on rubric review the same day: mean per-pixel color distance vs the live sprite it replaced was 53-167 RGB units (vs <25 for every other landed file in the PR) — this staged file is a wholesale redesign from an earlier generation batch, not an incremental clean of the current art, and read as flatter/less detailed by eye. Reverted; the live tile now goes through the fresh clean+snap pipeline on its own original art instead (same treatment as the multi-ID groups below). This staged design is retained here as an unused Tier-3 triage candidate only."
tools/new-sprites-snapped/shelf.png,(none applied — see per-file rows),shelf,unused_triage_candidate,"3 live IDs (5096, 5097, 5098) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/shelf_bottles.png,(none applied — see per-file rows),shelf_bottles,unused_triage_candidate,"3 live IDs (5099, 5100, 5101) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/signpost_plain.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5077.png,sign,rejected_rubric_review,"Was applied as a verified 1:1 replacement in the first pass (2026-07-16), but rejected on rubric review the same day: mean per-pixel color distance vs the live sprite it replaced was 53-167 RGB units (vs <25 for every other landed file in the PR) — this staged file is a wholesale redesign from an earlier generation batch, not an incremental clean of the current art, and read as flatter/less detailed by eye. Reverted; the live tile now goes through the fresh clean+snap pipeline on its own original art instead (same treatment as the multi-ID groups below). This staged design is retained here as an unused Tier-3 triage candidate only."
tools/new-sprites-snapped/straw_pile.png,(none applied — see per-file rows),straw_pile,unused_triage_candidate,"2 live IDs (5091, 5092) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/tool_rack.png,(none applied — see per-file rows),tool_rack,unused_triage_candidate,"2 live IDs (5089, 5090) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/training_dummy.png,(none applied — see per-file rows),training_dummy,unused_triage_candidate,"2 live IDs (5087, 5088) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/vine.png,src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5086.png,vine,rejected_rubric_review,"Was applied as a verified 1:1 replacement in the first pass (2026-07-16), but rejected on rubric review the same day: mean per-pixel color distance vs the live sprite it replaced was 53-167 RGB units (vs <25 for every other landed file in the PR) — this staged file is a wholesale redesign from an earlier generation batch, not an incremental clean of the current art, and read as flatter/less detailed by eye. Reverted; the live tile now goes through the fresh clean+snap pipeline on its own original art instead (same treatment as the multi-ID groups below). This staged design is retained here as an unused Tier-3 triage candidate only."
tools/new-sprites-snapped/water_barrel.png,(none applied — see per-file rows),water_barrel,unused_triage_candidate,"2 live IDs (5084, 5085) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
tools/new-sprites-snapped/workbench.png,(none applied — see per-file rows),workbench,unused_triage_candidate,"2 live IDs (5082, 5083) share this game_key but hold distinct existing artwork (pairwise pixel/silhouette diff 55-90%, checked directly). The one staged design in new-sprites-snapped does not silhouette-match any specific live ID closely enough to call it a per-variant restoration. Ruling (2026-07-16, this PR): do not collapse variants to one design. Each live ID instead goes through fresh clean+snap on its own current art. Staged design retained here as a candidate replacement for the concept; decision on whether to ever use it deferred to future rubric review."
(none),src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4001.png,club,unmapped_no_staged_candidate,"origin=retrodiffusion but a distinct RD generation lineage (rd_plus__low_res) from the new-sprites-snapped batch; no file named ""club"" exists in staging."
(none),src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4002.png,(none),unmapped_no_staged_candidate,"banked/reserved item, not tied to any game_key; no staged candidate exists under any name."
(none),src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4003.png,(none),unmapped_no_staged_candidate,"banked/reserved item, not tied to any game_key; no staged candidate exists under any name."
(none),src/Presentation/assets/sprites_16bf/items_16x16/oryx_16bit_fantasy_items_4004.png,(none),unmapped_no_staged_candidate,"banked/reserved item, not tied to any game_key; no staged candidate exists under any name."
(none),src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_3001.png,floor_worn,unmapped_no_staged_candidate,Tier-3 by spec (world_3001 explicitly expected to remain nonconformant); not attempted.
(none),"3 live IDs sharing game_key ""chair""",chair,unmapped_no_staged_candidate,"7 pixellab-origin live IDs total (5051,5056,5057 are chair); RD batch_chair_table*/ dirs exist but are a wholly separate generation attempt (different origin, different seeds/prompts, no git-provenance link to these specific live files) — mapping would be guessing per spec instruction. Not used."
(none),"4 live IDs sharing game_key ""table""",table,unmapped_no_staged_candidate,"same reasoning as chair — pixellab origin (5052-5055), RD batch_chair_table*/ dirs unrelated by provenance."
(none),src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5111.png,chest_closed,unmapped_no_staged_candidate,no staged replacement exists anywhere for any chest state (5111-5114).
(none),src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5112.png,chest_open,unmapped_no_staged_candidate,no staged replacement exists anywhere for any chest state (5111-5114).
(none),src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5113.png,chest_empty,unmapped_no_staged_candidate,no staged replacement exists anywhere for any chest state (5111-5114).
(none),src/Presentation/assets/sprites_16bf/world_24x24/oryx_16bit_fantasy_world_5114.png,chest_trapped,unmapped_no_staged_candidate,no staged replacement exists anywhere for any chest state (5111-5114).
